srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,class,label
10.0.0.3,41098,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,650,3068,994,11,650,3998,1268,6523,6523,6523,6523,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41099,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,9,1387,2970,1110,32,1386,3185,1480,6949,6949,6949,6949,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41100,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,12,12747,94521,29580,11,14028,134425,42324,140302,140302,140302,140302,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41101,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1305,2774,1039,33,1296,2913,1351,6539,6539,6539,6539,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41102,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,1011,5212,1717,11,1010,4279,1617,10125,10125,10125,10125,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41103,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,22,850,3253,1214,22,850,3692,1434,8519,8519,8519,8519,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41104,10.0.0.2,80,6,7,478,6,2771,52,68,158,39,52,461,1500,642,8,27822,124920,49813,62,33386,163022,72476,166953,166953,166953,166953,0,0,0,0,0,7,478,6,2771,1,2,0,0,372,320,0,1
10.0.0.3,41105,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1386,2529,921,45,1385,3003,1407,6946,6946,6946,6946,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41106,10.0.0.2,80,6,6,426,6,2771,52,71,158,42,52,461,1500,642,8,1175,2041,818,42,1175,2857,1232,5895,5895,5895,5895,0,0,0,0,0,6,426,6,2771,1,2,0,0,320,320,0,1
10.0.0.3,41107,10.0.0.2,80,6,12,738,11,3031,52,61,158,30,52,275,2348,687,10,12779,93902,29677,10,14057,136068,42882,140596,140596,140596,140596,0,0,0,0,0,12,738,11,3031,1,7,0,0,632,580,0,1
10.0.0.3,41108,10.0.0.2,80,6,11,686,11,3031,52,62,158,31,52,275,2348,687,11,847,4267,1427,11,842,4232,1562,8489,8489,8489,8489,0,0,0,0,0,11,686,11,3031,1,7,0,0,580,580,0,1
10.0.0.3,41109,10.0.0.2,80,6,10,634,10,2979,52,63,158,33,52,297,2348,720,11,551,2690,927,11,552,3626,1215,4994,4994,4994,4994,0,0,0,0,0,10,634,10,2979,1,7,0,0,528,528,0,1
0.0.0.0,68,255.255.255.255,67,17,2,656,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,3245760,0,0,0,0,3245760,3245760,3245760,0,1,328,0,0,0,0,0,0,48,0,0,1
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,2
0.0.0.0,68,255.255.255.255,67,17,6,1968,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,28650164,0,0,0,0,2933192,5730032,9851599,3241352,1,328,0,0,0,0,0,0,128,0,0,2
192.168.229.1,65016,224.0.0.252,5355,17,2,122,0,0,61,61,61,0,-1,-1,-1,0,377996,377996,377996,0,0,0,0,0,377996,377996,377996,377996,0,0,0,0,0,2,122,0,0,0,0,0,0,48,0,0,2
192.168.229.1,58236,239.255.255.250,1900,17,1,165,0,0,165,165,165,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0,0,0,0,0,0,28,0,0,2
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,2
192.168.229.1,63880,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,958757,968115,977474,13234,0,0,0,0,2973547,958757,968115,977474,13234,1037316,1037316,1037316,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,63877,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,428896,428896,428896,0,0,0,0,0,428896,428896,428896,428896,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
192.168.229.1,55558,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,429407,429407,429407,0,0,0,0,0,429407,429407,429407,429407,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
192.168.229.1,137,192.168.229.255,137,17,3,234,0,0,78,78,78,0,-1,-1,-1,0,731077,750072,769068,26863,0,0,0,0,1500145,1500145,1500145,1500145,0,0,0,0,0,3,234,0,0,0,0,0,0,68,0,0,2
192.168.229.1,138,192.168.229.255,138,17,1,229,0,0,229,229,229,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,28,0,0,2
192.168.229.1,63634,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,987702,990516,994168,3313,0,0,0,0,2971548,2971548,2971548,2971548,0,0,0,0,0,4,808,0,0,0,0,0,0,88,0,0,2
192.168.229.1,58236,239.255.255.250,1900,17,3,495,0,0,165,165,165,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,5960541,0,0,0,0,2974432,2980270,2986109,8256,1,165,0,0,0,0,0,0,68,0,0,2
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,2
192.168.229.1,58710,224.0.0.252,5355,17,2,122,0,0,61,61,61,0,-1,-1,-1,0,388845,388845,388845,0,0,0,0,0,388845,388845,388845,388845,0,0,0,0,0,2,122,0,0,0,0,0,0,48,0,0,2
192.168.229.139,38981,74.125.24.27,25,6,13,571,12,836,40,43,60,6,40,69,100,30,251423,299386,391538,52658,241020,281105,390831,58192,130184515,251423,349284,600045,133391,4671065,25617761,68178817,26270145,2,95,2,139,5,6,0,0,540,484,0,2
192.168.229.1,52257,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,965807,965807,965807,0,0,0,0,0,3037679,0,321935,965807,557608,1035027,1035936,1036845,1285,1,269,0,0,0,0,0,0,88,0,0,2
192.168.229.1,62864,224.0.0.252,5355,17,2,122,0,0,61,61,61,0,-1,-1,-1,0,412185,412185,412185,0,0,0,0,0,412185,412185,412185,412185,0,0,0,0,0,2,122,0,0,0,0,0,0,48,0,0,2
192.168.229.1,58236,239.255.255.250,1900,17,11,1815,0,0,165,165,165,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,130502125,0,0,0,0,2954651,13050212,103580382,31809064,1,165,0,0,0,0,0,0,228,0,0,2
192.168.229.1,54483,239.255.255.250,1900,17,3,606,0,0,202,202,202,0,-1,-1,-1,0,979765,979765,979765,0,0,0,0,0,2010218,979765,489882,979765,692798,1030453,1030453,1030453,0,1,303,0,0,0,0,0,0,68,0,0,2
0.0.0.0,68,255.255.255.255,67,17,8,2624,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,58576506,0,0,0,0,2679035,8368072,14577375,4570471,1,328,0,0,0,0,0,0,168,0,0,2
192.168.229.139,38992,74.125.24.27,25,6,13,605,12,842,40,46,60,7,40,70,101,30,122893,242258,286343,56631,223600,257488,270704,19577,20927576,246860,282635,346384,33772,2211134,3846353,5955246,1353799,2,100,2,140,5,6,0,0,540,484,0,2
192.168.229.1,64949,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,981366,990587,999809,13041,0,0,0,0,2992257,981366,990587,999809,13041,1011082,1011082,1011082,0,2,404,0,0,0,0,0,0,88,0,0,2
0.0.0.0,68,255.255.255.255,67,17,4,1312,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,325110100,0,0,0,0,11737682,108370033,301262524,167049900,1,328,0,0,0,0,0,0,88,0,0,2
192.168.229.1,55999,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,986735,987579,988424,1194,0,0,0,0,3011403,1975159,987579,1975159,1396648,1036244,1036244,1036244,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,63689,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,968399,977286,986173,12568,0,0,0,0,2997933,968399,977286,986173,12568,1043361,1043361,1043361,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,59841,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,976041,985647,993513,8865,0,0,0,0,2956942,2956942,2956942,2956942,0,0,0,0,0,4,808,0,0,0,0,0,0,88,0,0,2
192.168.229.1,138,192.168.229.255,138,17,1,229,0,0,229,229,229,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,28,0,0,2
0.0.0.0,68,255.255.255.255,67,17,6,1968,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,38147948,0,0,0,0,3193489,7629589,12576695,4538459,1,328,0,0,0,0,0,0,128,0,0,2
192.168.229.1,65450,224.0.0.252,5355,17,2,122,0,0,61,61,61,0,-1,-1,-1,0,414140,414140,414140,0,0,0,0,0,414140,414140,414140,414140,0,0,0,0,0,2,122,0,0,0,0,0,0,48,0,0,2
192.168.229.1,55813,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,989708,994138,998569,6265,0,0,0,0,3005121,1988277,994138,1988277,1405924,1016844,1016844,1016844,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,58236,239.255.255.250,1900,17,4,660,0,0,165,165,165,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,8990462,0,0,0,0,2959794,2996820,3041409,41329,1,165,0,0,0,0,0,0,88,0,0,2
192.168.229.1,49671,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,403702,403702,403702,0,0,0,0,0,403702,403702,403702,403702,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
0.0.0.0,68,255.255.255.255,67,17,6,1968,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,47962497,0,0,0,0,3175093,9592499,15945983,5606127,1,328,0,0,0,0,0,0,128,0,0,2
192.168.229.1,60052,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,403647,403647,403647,0,0,0,0,0,403647,403647,403647,403647,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
192.168.229.1,61070,239.255.255.250,1900,17,3,606,0,0,202,202,202,0,-1,-1,-1,0,989078,989078,989078,0,0,0,0,0,2009999,989078,494539,989078,699383,1020921,1020921,1020921,0,1,303,0,0,0,0,0,0,68,0,0,2
192.168.229.1,137,192.168.229.255,137,17,3,234,0,0,78,78,78,0,-1,-1,-1,0,731946,756727,781509,35046,0,0,0,0,1513455,1513455,1513455,1513455,0,0,0,0,0,3,234,0,0,0,0,0,0,68,0,0,2
192.168.229.1,52921,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,984710,986567,988424,2626,0,0,0,0,2995035,984710,986567,988424,2626,1021901,1021901,1021901,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,138,192.168.229.255,138,17,1,229,0,0,229,229,229,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,28,0,0,2
192.168.229.139,68,192.168.229.254,67,17,1,328,1,328,328,328,328,0,328,328,328,0,0,0,0,0,0,0,0,0,50162,50162,50162,50162,0,0,0,0,0,1,328,1,328,0,0,0,0,28,20,0,2
192.168.229.1,49671,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,403702,403702,403702,0,0,0,0,0,403702,403702,403702,403702,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
0.0.0.0,68,255.255.255.255,67,17,6,1968,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,47962497,0,0,0,0,3175093,9592499,15945983,5606127,1,328,0,0,0,0,0,0,128,0,0,2
192.168.229.1,60052,224.0.0.252,5355,17,2,100,0,0,50,50,50,0,-1,-1,-1,0,403647,403647,403647,0,0,0,0,0,403647,403647,403647,403647,0,0,0,0,0,2,100,0,0,0,0,0,0,48,0,0,2
192.168.229.1,61070,239.255.255.250,1900,17,3,606,0,0,202,202,202,0,-1,-1,-1,0,989078,989078,989078,0,0,0,0,0,2009999,989078,494539,989078,699383,1020921,1020921,1020921,0,1,303,0,0,0,0,0,0,68,0,0,2
192.168.229.1,137,192.168.229.255,137,17,3,234,0,0,78,78,78,0,-1,-1,-1,0,731946,756727,781509,35046,0,0,0,0,1513455,1513455,1513455,1513455,0,0,0,0,0,3,234,0,0,0,0,0,0,68,0,0,2
192.168.229.1,52921,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,984710,986567,988424,2626,0,0,0,0,2995035,984710,986567,988424,2626,1021901,1021901,1021901,0,2,404,0,0,0,0,0,0,88,0,0,2
192.168.229.1,138,192.168.229.255,138,17,1,229,0,0,229,229,229,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,28,0,0,2
192.168.229.139,68,192.168.229.254,67,17,1,328,1,328,328,328,328,0,328,328,328,0,0,0,0,0,0,0,0,0,50162,50162,50162,50162,0,0,0,0,0,1,328,1,328,0,0,0,0,28,20,0,2
0.0.0.0,68,255.255.255.255,67,17,12,3936,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,90814604,0,0,0,0,3712022,8255873,14539602,3337608,1,328,0,0,0,0,0,0,248,0,0,2
192.168.229.1,138,192.168.229.255,138,17,1,229,0,0,229,229,229,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,0,0,0,0,0,0,28,0,0,2
192.168.229.1,56462,239.255.255.250,1900,17,4,808,0,0,202,202,202,0,-1,-1,-1,0,977332,978769,980206,2032,0,0,0,0,2992774,1957538,978769,1957538,1384188,1035236,1035236,1035236,0,2,404,0,0,0,0,0,0,88,0,0,2
10.0.0.2,59245,10.0.0.1,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,54633,56264,57891,467,0,0,0,0,5401403,5401403,5401403,5401403,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
10.0.0.2,59246,10.0.0.1,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,59245,10.0.0.1,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54046,56264,57832,553,0,0,0,0,5570198,5570198,5570198,5570198,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
10.0.0.2,59245,10.0.0.1,5004,17,959,1300404,0,0,1356,1356,1356,0,-1,-1,-1,0,12,56050,58045,3383,0,0,0,0,53696140,53696140,53696140,53696140,0,0,0,0,0,959,1300404,0,0,0,0,0,0,19188,0,0,3
10.0.0.2,59246,10.0.0.1,5005,17,5,440,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,34960229,0,0,0,0,5007858,8740057,10015207,2488244,1,88,0,0,0,0,0,0,108,0,0,3
10.0.0.2,59245,10.0.0.1,5004,17,99,134244,0,0,1356,1356,1356,0,-1,-1,-1,0,54766,56264,57792,561,0,0,0,0,5513912,5513912,5513912,5513912,0,0,0,0,0,99,134244,0,0,0,0,0,0,1988,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,98,132888,0,0,1356,1356,1356,0,-1,-1,-1,0,54090,56257,58580,743,0,0,0,0,5456995,5456995,5456995,5456995,0,0,0,0,0,98,132888,0,0,0,0,0,0,1968,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54220,56263,58077,590,0,0,0,0,5570122,5570122,5570122,5570122,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,98,132888,0,0,1356,1356,1356,0,-1,-1,-1,0,16072,56264,97133,5910,0,0,0,0,5457692,5457692,5457692,5457692,0,0,0,0,0,98,132888,0,0,0,0,0,0,1968,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,54312,56271,57981,571,0,0,0,0,5402040,5402040,5402040,5402040,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54128,56269,58579,698,0,0,0,0,5570690,5570690,5570690,5570690,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54353,56265,58334,575,0,0,0,0,5570276,5570276,5570276,5570276,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,81,109836,0,0,1356,1356,1356,0,-1,-1,-1,0,52511,56267,60043,793,0,0,0,0,4501397,4501397,4501397,4501397,0,0,0,0,0,81,109836,0,0,0,0,0,0,1628,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,96,130176,0,0,1356,1356,1356,0,-1,-1,-1,0,54734,56265,57812,614,0,0,0,0,5345186,5345186,5345186,5345186,0,0,0,0,0,96,130176,0,0,0,0,0,0,1928,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,89,120684,0,0,1356,1356,1356,0,-1,-1,-1,0,54844,56269,57914,521,0,0,0,0,4951705,4951705,4951705,4951705,0,0,0,0,0,89,120684,0,0,0,0,0,0,1788,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,54156,56264,58420,603,0,0,0,0,5401418,5401418,5401418,5401418,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,55088,56253,57699,511,0,0,0,0,5400349,5400349,5400349,5400349,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49691,10.0.0.2,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.1,49690,10.0.0.2,5004,17,94,127464,0,0,1356,1356,1356,0,-1,-1,-1,0,53848,56260,58248,675,0,0,0,0,5232252,5232252,5232252,5232252,0,0,0,0,0,94,127464,0,0,0,0,0,0,1888,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,85,115260,0,0,1356,1356,1356,0,-1,-1,-1,0,54740,56266,57988,584,0,0,0,0,4726398,4726398,4726398,4726398,0,0,0,0,0,85,115260,0,0,0,0,0,0,1708,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,53778,56265,58662,627,0,0,0,0,5401535,5401535,5401535,5401535,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,98,132888,0,0,1356,1356,1356,0,-1,-1,-1,0,54848,56264,57802,523,0,0,0,0,5457678,5457678,5457678,5457678,0,0,0,0,0,98,132888,0,0,0,0,0,0,1968,0,0,3
0.0.0.0,68,255.255.255.255,67,17,3,984,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,22382779,0,0,0,0,9490043,11191389,12892736,2406067,1,328,0,0,0,0,0,0,68,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,92,124752,0,0,1356,1356,1356,0,-1,-1,-1,0,55300,62699,642179,61422,0,0,0,0,5705680,5705680,5705680,5705680,0,0,0,0,0,92,124752,0,0,0,0,0,0,1848,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,95,128820,0,0,1356,1356,1356,0,-1,-1,-1,0,55255,56265,57293,402,0,0,0,0,5288982,5288982,5288982,5288982,0,0,0,0,0,95,128820,0,0,0,0,0,0,1908,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,96,130176,0,0,1356,1356,1356,0,-1,-1,-1,0,54612,56267,58259,595,0,0,0,0,5345433,5345433,5345433,5345433,0,0,0,0,0,96,130176,0,0,0,0,0,0,1928,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54337,56258,58006,533,0,0,0,0,5569630,5569630,5569630,5569630,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,98,132888,0,0,1356,1356,1356,0,-1,-1,-1,0,51116,56265,60784,949,0,0,0,0,5457705,5457705,5457705,5457705,0,0,0,0,0,98,132888,0,0,0,0,0,0,1968,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,96,130176,0,0,1356,1356,1356,0,-1,-1,-1,0,54377,56265,58323,745,0,0,0,0,5345197,5345197,5345197,5345197,0,0,0,0,0,96,130176,0,0,0,0,0,0,1928,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,100,135600,0,0,1356,1356,1356,0,-1,-1,-1,0,54384,56261,57985,640,0,0,0,0,5569870,5569870,5569870,5569870,0,0,0,0,0,100,135600,0,0,0,0,0,0,2008,0,0,3
0.0.0.0,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36474,10.0.0.3,5005,17,1,88,0,0,88,88,88,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,28,0,0,3
10.0.0.2,36473,10.0.0.3,5004,17,97,131532,0,0,1356,1356,1356,0,-1,-1,-1,0,54244,56263,58159,512,0,0,0,0,5401255,5401255,5401255,5401255,0,0,0,0,0,97,131532,0,0,0,0,0,0,1948,0,0,3
